"1";"1991";"N3";"自分で旅行を計画するのは楽しいです。";"じぶん";"自分    ";"じぶん    ";"ちっぷん   ";"じっぷん    ";"ちぶん"
"2";"1991";"N3";"自分で旅行を計画するのは楽しいです。";"りょこう";"旅行    ";"りゅうこ    ";"りょうこ   ";"りょこう    ";"りゅこう"
"3";"1991";"N3";"自分で旅行を計画するのは楽しいです。";"けいかく";"計画    ";"けいかく    ";"けいが   ";"けかく    ";"けが"
"4";"1991";"N3";"自分で旅行を計画するのは楽しいです。";"たのしい";"楽しい    ";"うれしい    ";"いそがしい   ";"うつくしい    ";"たのしい "
"5";"1991";"N3";"その学生は毎日地下鉄で大学に通っています。";"ちかてつ";"地下鉄    ";"じげてつ    ";"じかてつ   ";"ちげてつ    ";"ちかてつ"
"6";"1991";"N3";"その学生は毎日地下鉄で大学に通っています。";"かよって";"通って    ";"とおって    ";"かよって   ";"かえって    ";"いって"
"7";"1991";"N3";"姉がいつも食事の用意をしてくれます。";"あね";"姉    ";"いもうと    ";"おとうと   ";"あね    ";"あに"
"8";"1991";"N3";"姉がいつも食事の用意をしてくれます。";"しょくじ";"食事    ";"しょくじ    ";"しょうじ   ";"そくじ    ";"そうじ"
"9";"1991";"N3";"姉がいつも食事の用意をしてくれます。";"ようい";"用意    ";"よい    ";"ようい   ";"よじ    ";"ようじ "
"10";"1991";"N3";"電話代は夜の間と日曜日が安いです。";"でんわだい";"電話代    ";"でんわちん    ";"でんわきん   ";"でんわだい     ";"でんわりょう"
"11";"1991";"N3";"電話代は夜の間と日曜日が安いです。";"よる";"夜    ";"ひる    ";"よる   ";"あさ    ";"ばん"
"12";"1991";"N3";"電話代は夜の間と日曜日が安いです。";"あいだ";"間    ";"うち    ";"ま   ";"かん    ";"あいだ"
"13";"1991";"N3";"電話代は夜の間と日曜日が安いです。";"やすい";"安い    ";"あまい    ";"うまい   ";"ちかい    ";"やすい"
"14";"1991";"N3";"この町の人口は去年より多くなりました。";"まち";"町    ";"むら    ";"まち   ";"とし    ";"へん"
"15";"1991";"N3";"この町の人口は去年より多くなりました。";"じんこう ";"人口    ";"じんこう    ";"にんこう   ";"にんごう    ";"じんごう"
"16";"1991";"N3";"この町の人口は去年より多くなりました。";"きょねん";"去年    ";"きょうねん    ";"さくねん   ";"さっねん    ";"きょねん"
"17";"1991";"N3";"この町の人口は去年より多くなりました。";"おおく";"多く    ";"おそく    ";"おもく   ";"おおきく    ";"おおく "
"18";"1991";"N3";"その店の主人はいつも着物を着ています。";"みせ";"店    ";"てん    ";"こや   ";"みせ    ";"うち"
"19";"1991";"N3";"その店の主人はいつも着物を着ています。";"しゅじん";"主人    ";"しゅじん    ";"しゅうじん   ";"しゅにん    ";"しゅうにん"
"20";"1991";"N3";"その店の主人はいつも着物を着ています。";"きもの";"着物    ";"おきもの    ";"きもの    ";"はきもの    ";"かきもの"
"21";"1991";"N3";"このへやはあかるくて ひろいので、しごとがしやすいです。";"部屋";"へや    ";"部屋    ";"部室   ";"戸屋    ";"戸室"
"22";"1991";"N3";"このへやはあかるくて ひろいので、しごとがしやすいです。";"明るくて";"あかるくて    ";"明るくて    ";"早るくて   ";"赤るくて    ";"軽るくて"
"23";"1991";"N3";"このへやはあかるくて ひろいので、しごとがしやすいです。";"広い";"ひろい    ";"青い    ";"白い   ";"広い    ";"長い"
"24";"1991";"N3";"このへやはあかるくて ひろいので、しごとがしやすいです。";"仕事";"しごと    ";"作業    ";"仕業   ";"作事    ";"仕事"
"25";"1991";"N3";"えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。";"駅 ";"えき    ";"駅    ";"験   ";"駐    ";"駆"
"26";"1991";"N3";"えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。";"買店";"ばいてん    ";"買店    ";"売店   ";"購店    ";"飯店"
"27";"1991";"N3";"えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。";"席";"せき    ";"度    ";"座   ";"庄    ";"席"
"28";"1991";"N3";"えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。";"空いて";"あいて    ";"開いて    ";"空いて   ";"空いて    ";"合いて"
"29";"1991";"N3";"えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。";"建った";"たった    ";"足った    ";"発った   ";"立った    ";"建った"
