1991,N3,自分で旅行を計画するのは楽しいです。,A,自分    ,じぶん    ,ちっぷん   ,じっぷん    ,ちぶん
1991,N3,自分で旅行を計画するのは楽しいです。,C,旅行    ,りゅうこ    ,りょうこ   ,りょこう    ,りゅこう
1991,N3,自分で旅行を計画するのは楽しいです。,A,計画    ,けいかく    ,けいが   ,けかく    ,けが
1991,N3,自分で旅行を計画するのは楽しいです。,D,楽しい    ,うれしい    ,いそがしい   ,うつくしい    ,たのしい 
1991,N3,その学生は毎日地下鉄で大学に通っています。,D,地下鉄    ,じげてつ    ,じかてつ   ,ちげてつ    ,ちかてつ
1991,N3,その学生は毎日地下鉄で大学に通っています。,B,通って    ,とおって    ,かよって   ,かえって    ,いって
1991,N3,姉がいつも食事の用意をしてくれます。,C,姉    ,いもうと    ,おとうと   ,あね    ,あに
1991,N3,姉がいつも食事の用意をしてくれます。,A,食事    ,しょくじ    ,しょうじ   ,そくじ    ,そうじ
1991,N3,姉がいつも食事の用意をしてくれます。,B,用意    ,よい    ,ようい   ,よじ    ,ようじ 
1991,N3,電話代は夜の間と日曜日が安いです。,C,電話代    ,でんわちん    ,でんわきん   ,でんわだい     ,でんわりょう
1991,N3,電話代は夜の間と日曜日が安いです。,B,夜    ,ひる    ,よる   ,あさ    ,ばん
1991,N3,電話代は夜の間と日曜日が安いです。,D,間    ,うち    ,ま   ,かん    ,あいだ
1991,N3,電話代は夜の間と日曜日が安いです。,D,安い    ,あまい    ,うまい   ,ちかい    ,やすい
1991,N3,この町の人口は去年より多くなりました。,B,町    ,むら    ,まち   ,とし    ,へん
1991,N3,この町の人口は去年より多くなりました。,A,人口    ,じんこう    ,にんこう   ,にんごう    ,じんごう
1991,N3,この町の人口は去年より多くなりました。,D,去年    ,きょうねん    ,さくねん   ,さっねん    ,きょねん
1991,N3,この町の人口は去年より多くなりました。,D,多く    ,おそく    ,おもく   ,おおきく    ,おおく 
1991,N3,その店の主人はいつも着物を着ています。,C,店    ,てん    ,こや   ,みせ    ,うち
1991,N3,その店の主人はいつも着物を着ています。,A,主人    ,しゅじん    ,しゅうじん   ,しゅにん    ,しゅうにん
1991,N3,その店の主人はいつも着物を着ています。,B,着物    ,おきもの    ,きもの    ,はきもの    ,かきもの
1991,N3,このへやはあかるくて ひろいので、しごとがしやすいです。,A,へや    ,部屋    ,部室   ,戸屋    ,戸室
1991,N3,このへやはあかるくて ひろいので、しごとがしやすいです。,A,あかるくて    ,明るくて    ,早るくて   ,赤るくて    ,軽るくて
1991,N3,このへやはあかるくて ひろいので、しごとがしやすいです。,C,ひろい    ,青い    ,白い   ,広い    ,長い
1991,N3,このへやはあかるくて ひろいので、しごとがしやすいです。,D,しごと    ,作業    ,仕業   ,作事    ,仕事
1991,N3,えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。,A,えき    ,駅    ,験   ,駐    ,駆
1991,N3,えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。,B,ばいてん    ,買店    ,売店   ,購店    ,飯店
1991,N3,えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。,D,せき    ,度    ,座   ,庄    ,席
1991,N3,えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。,B,あいて    ,開いて    ,空いて   ,空いて    ,合いて
1991,N3,えきのばいてんでしんぶんをかいました。電車のせきがあいていなかったのでたった ままよみました。,C,たった    ,足った    ,発った   ,立った    ,建った
1991,N3,音楽会は7時にはじまります。きゅうこう電車でいかなくてもまにあいますよ。,D,はじまり    ,開まり    ,発まり   ,初まり    ,始まり
1991,N3,音楽会は7時にはじまります。きゅうこう電車でいかなくてもまにあいますよ。,C,きゅうこう    ,早急    ,救急   ,急行    ,急走
1991,N3,音楽会は7時にはじまります。きゅうこう電車でいかなくてもまにあいますよ。,B,まにあい    ,真に合い    ,間に合い   ,間に会い    ,真に会い
1991,N3,毎日漢字を15ずつならいます。こくばんの字をちゅういしながらノートにうつします。,A,ならい    ,習い    ,学い   ,慣い    ,覚い
1991,N3,毎日漢字を15ずつならいます。こくばんの字をちゅういしながらノートにうつします。,C,ちゅうい    ,集合    ,集中   ,注意    ,注目
1991,N3,毎日漢字を15ずつならいます。こくばんの字をちゅういしながらノートにうつします。,B,うつし    ,映し    ,写し   ,移し    ,画し
1991,N3,シャツのうりばは、このうえの３がいです。あの_______でいってください。 ,D,Choisir une réponse pour ___________,ドア    ,タクシー   ,サンダル    ,エスカレーター
1991,N3,じゅぎょうがおわってから、まいにち、ピンポンの_______をします。 ,C,Choisir une réponse pour ___________,しゅみ    ,うんどう   ,れんしゅう    ,しゅうかん
1991,N3,わたしはじてんしゃを_______もっています。 ,A,Choisir une réponse pour ___________,にだい    ,にさい   ,にほん    ,にまい
1991,N3,このみずうみの_______はどのくらいですか。 ,A,Choisir une réponse pour ___________,ふかさ    ,あつさ   ,さむさ    ,おもさ
1991,N3,きょうしつのかべにきれいなえが_______あります。 ,B,Choisir une réponse pour ___________,のせて    ,かけて   ,おいて    ,つけて
1991,N3,だれでもテストを_______のはすきではありません。 ,C,Choisir une réponse pour ___________,とる    ,もつ   ,うける    ,ひろう
1991,N3,あつかったら、どうぞうわぎを_______ください。 ,D,Choisir une réponse pour ___________,はずして    ,むいて   ,すてて    ,ぬいで
1991,N3,がくせいたちはきょうしつでやまだせんせいににほんごを_______います。 ,A,Choisir une réponse pour ___________,ならって    ,つくって   ,おぼえて    ,べんきょうして
1991,N3,わたしはやまださんににもつをもって_______。,B,Choisir une réponse pour ___________,あげました    ,もらいました   ,くれました    ,やりました
1991,N3,いそがないで、_______やってください。,C,Choisir une réponse pour ___________,はっきり    ,うっかり   ,ゆっくり    ,すっかり
1991,N3,やまださんのおじょうさんはなんさいですか。 ,B,Choisir une réponse,やまださんのむすこさんはなんさいですか。 ,やまださんのむすめさんはなんさいですか。 ,やまださんのおにいさんはなんさいですか。 ,やまださんのおねえさんはなんさいですか。
1991,N3,わたしはきのうコンサートにいきました。,C,Choisir une réponse,わたしはきのうがいこくのえいがをみにいきました。 ,わたしはきのうかいものにいきました。,わたしはきのうおんがくをききにいきました。 ,わたしはきのうこうえんへえをかきにいきました。
1991,N3,わたしはきのうとこやへいきました。,A,Choisir une réponse,わたしはきのうかみをきってもらいにいきました,わたしはきのうびょうきをなおしてもらいにいきました。,わたしはきのうシャツやズボンをあらってもらいにいきました。 ,わたしはきのうくるまのうんてんをおしえてもらいにいきました。
1991,N3,へやのでんきをつけました。 ,C,Choisir une réponse,へやをあたたかくしました。,へやをすずしくしました。 ,へやをあかるくしました。 ,へやをくらくしました。
1991,N3,これはだいじなものです。 ,D,Choisir une réponse,これはりっぱなものです。 ,これはたいせつなものです。 ,これはじょうぶなものです。 ,これはふるいものです。
1991,N3,がくせいがきょうしつに「のこっています」。,B,Choisir une réponse,がくせいはまだだれもきょうしつへきていません。 ,がくせいはもうみんなきょうしつへきています。 ,きょうしつには、がくせいはもうだれもいません。,きょうしつには、がくせいがまだいます。
1991,N3,やまださんはゆうべなくなったそうです。,B,Choisir une réponse,やまださんはゆうべおかねをなくしたそうです。 ,やまださんはゆうべどこかへいったそうです。 ,やまださんはゆうべくにへかえったそうです。 ,やまださんはゆうべしんだそうです。
1991,N3,どうぞ、なんでもおっしゃってください。 ,D,Choisir une réponse,どうぞ、なんでもつかってください。 ,どうぞ、なんでもいってください。 ,どうぞ、なんでもたべてください。 ,どうぞ、なんでもみてください。
1991,N3,わたしはおもいびょうきをして、りょうしんにしんぱいをかけました。 ,A,Choisir une réponse,わたしがびょうきになったので、りょうしんはしんぱいしました。 ,りょうしんがびょうきになったので、わたしはしんぱいしました。,わたしがびょうきにならないように、りょうしんはいろいろとしんぱいをしています。 ,りょうしんがびょうきにならないように、わたしはいろいろとしんぱいをしています。
1991,N3,しごとをしながらわたしのはなしをきいてください。,D,Choisir une réponse,しごとをしないで、わたしのはなしをきいてください。 ,しごとをしてから、わたしのはなしをきいてください。 ,しごとをやめて、わたしのはなしをきいてください。 ,しごとをやめないで、わたしのはなしをきいてください。
1991,N3,一週間______2かいぐらいテニスをします。 ,D,Choisir une réponse pour ___________,が    ,も   ,と    ,に
1991,N3,りんごとバナナとではどちら______すきですか。 ,B,Choisir une réponse pour ___________,で    ,が   ,は    ,と
1991,N3,テレビの音______聞こえます。 ,C,Choisir une réponse pour ___________,を    ,に,が    ,で
1991,N3,兄はわたし______えいがにつれて行ってくれました。 ,D,Choisir une réponse pour ___________,と    ,に   ,が    ,を
1991,N3,この字はだれが書いた______わかりますか。 ,A,Choisir une réponse pour ___________,か    ,を   ,が    ,と
1991,N3,どんなこと______きいてください。お答えします。 ,A,Choisir une réponse pour ___________,でも    ,とか   ,から    ,まで
